,Amda,Augmix,DeepAugment,Epochs,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,Loss,Network,Path,Scaling,ensemble,loading_ensemble,multiheaded,network1,network2,network3,MACs,Model Size,ECE,mean ECE corr,mCE calc,Layer1 Remaining,Layer2 Remaining,Layer3 Remaining,Layer4 Remaining,Test Class 1 Probability,Test Class 1 Name,Test Class 2 Probability,Test Class 2 Name,Test Class 3 Probability,Test Class 3 Name,Test Target Probability,Test Target Name,Bright 1 Class 1 Probability,Bright 1 Class 1 Name,Bright 1 Class 2 Probability,Bright 1 Class 2 Name,Bright 1 Class 3 Probability,Bright 1 Class 3 Name,Bright 1 Target Probability,Bright 1 Target Name,Bright 3 Class 1 Probability,Bright 3 Class 1 Name,Bright 3 Class 2 Probability,Bright 3 Class 2 Name,Bright 3 Class 3 Probability,Bright 3 Class 3 Name,Bright 3 Target Probability,Bright 3 Target Name,Bright 5 Class 1 Probability,Bright 5 Class 1 Name,Bright 5 Class 2 Probability,Bright 5 Class 2 Name,Bright 5 Class 3 Probability,Bright 5 Class 3 Name,Bright 5 Target Probability,Bright 5 Target Name,Rend Class 1 Probability,Rend Class 1 Name,Rend Class 2 Probability,Rend Class 2 Name,Rend Class 3 Probability,Rend Class 3 Name,Rend Target Probability,Rend Target Name
0,True,True,True,0,10.839998722076416,25.56986212730407,51.998189091682434,StandardLoss,resnet18,/misc/lmbraid19/agnihotr/agnihotr-ensemble/second_ensembles/resnet18/amda/performance,1,True,False,False,/work/dlclarge1/agnihotr-ensemble/second_ensembles/resnet18/amda/network1/checkpoint/last.ckpt,/work/dlclarge1/agnihotr-ensemble/second_ensembles/resnet18/amda/network2/checkpoint/last.ckpt,/work/dlclarge1/agnihotr-ensemble/second_ensembles/resnet18/amda/network3/checkpoint/last.ckpt,1784641836.0,33.683436,1.3243049383163452,3.0079121589660645,0.25569862127304077,1.0,1.0,1.0,1.0,0.5353409647941589,0,0.1420111507177353,28,0.0517100989818573,11,0.5353409647941589,0,0.3458683490753174,0,0.19206461310386658,28,0.07647012174129486,31,0.3458683490753174,0,0.2710888683795929,0,0.1319154053926468,28,0.10832924395799637,31,0.2710888683795929,0,0.2055681049823761,0,0.12989993393421173,82,0.11655392497777939,83,0.2055681049823761,0,0.21951507031917572,11,0.10290049761533737,0,0.09611424803733826,2,0.10290049761533737,0
