,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Amount,Prune Method,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay
90,True,True,,True,30,,,19.13999915122986,44.82799768447876,60.366010665893555,0.1,KnowledgeDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/hydra_kd_amda/0,,,,1.0,,,AMDA ResNet50,,0.0002
180,True,True,,True,60,,,9.65999960899352,27.561068534851067,50.55612921714783,0.1,KnowledgeDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/kd_pruned_amda/4,0.5,Global Weight,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,33.75999927520752,47.87704944610595,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.6/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
270,False,False,,False,90,,,11.159998178482056,52.610403299331665,67.83497035503387,0.1,AttentionDistill,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/analysis/knowledge/2,,,,1.0,,,custom,,0.0002
300,False,True,,False,100,,,26.020002365112305,48.38589429855346,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.6/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.140000343322754,35.54031252861023,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.3/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
15,True,True,,True,5,,,21.139997243881226,40.38533568382263,60.2431446313858,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet/amda_short/higher_ratios/0,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,24.199998378753662,35.65863370895386,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.6/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.85000205039978,39.93610739707947,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.3/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
90,True,True,,True,30,,,42.3799991607666,64.89440202713013,76.64899080991745,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/sneak_prev/subnets/3,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,27.85000205039978,41.84358119964599,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.7/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.120002031326294,35.76820492744446,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.5/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.159999132156372,47.88400530815124,66.78737699985504,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/resnet18/7,0.5,Global Weight,2.0,1.45,,,,,0.0002
90,True,True,,True,30,,,16.699999570846558,39.37466144561767,57.75995850563049,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/hydra_kd/pretrained_amda/deepnet100/1,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.76000189781189,35.860204696655266,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.6/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/29,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,128.0,False,100,,,24.379998445510864,35.01494526863098,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/combine_prune_distill/0,0.25,L¹ Filter,1.3333333333333333,1.45,StandardLoss,False,AM ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,26.759999990463257,48.95893335342407,69.0054327249527,0.103,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.9_lr_0.103_decay_7e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
300,False,True,,False,100,,,28.439998626708984,40.09125828742981,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.1/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.29999852180481,48.57786893844604,62.32540011405945,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation_big/0,,,,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.969998121261597,41.31883978843689,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,26.749998331069946,37.29621767997741,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_1.0/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.249997854232788,40.10041952133178,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.6/kd_0.8/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/34,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,25.550001859664917,36.12621426582336,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.4/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,32.840001583099365,48.10851812362671,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.0/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.620002508163452,35.57642698287964,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.1/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
180,True,True,,True,60,,,9.799998998641957,25.99013447761535,51.241594552993774,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_uniform_resnet18_amda/0,0.1,Not Listed!,1.1111111111111112,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,34.3999981880188,46.405893564224236,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_0.8/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.010002613067627,35.25189757347107,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.9/kd_0.7/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/10,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,46.93999886512756,66.67360067367554,77.30858772993088,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/3,,,,1.0,,,AMDA ResNet50,,6e-05
300,False,True,,False,100,,,27.35000252723694,39.86894488334656,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.1/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
90,True,True,,True,30,,,12.139999866485596,30.193865299224846,52.29565501213074,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/tryout_at/5,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.5199978351593,46.3007390499115,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.949997663497925,36.13273501396179,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.6/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.879997968673706,35.84852814674377,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.8/kd_0.9/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.240000486373901,47.19919562339782,66.73564314842224,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/crd_settings/8,,,,1.0,,,DA ResNet50,,0.0002
90,True,True,,True,30,,,13.859999179840088,30.87573051452636,55.12803792953491,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/0,,,,1.0,,,AMDA ResNet50,,6e-05
300,False,True,,False,100,,,25.30999779701233,35.9025239944458,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
270,False,False,,False,90,,,12.139999866485596,53.937602043151855,66.48991107940674,0.1,AttentionDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/17,,,,1.0,,,AM ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,13.220000267028809,30.36212921142578,55.12803792953491,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,8e-05
300,False,True,,False,100,,,25.180000066757202,35.77842116355896,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_0.9/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
27,False,False,,False,3,,,26.990002393722534,51.09599828720093,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-04-03/13-34-10,0.5,Global Weight,2.0,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,26.399999856948853,47.88506627082824,66.56751036643982,0.007,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.7_lr_0.007_decay_4e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
90,True,True,,True,30,,,13.1600022315979,31.846129894256592,54.37144339084625,0.103,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.9_lr_0.103_decay_7e-05/0,,,,1.0,,,AMDA ResNet50,,7e-05
90,True,True,256.0,True,30,True,KnowledgeDistill,17.28000044822693,35.66800355911255,57.999223470687866,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.4_lr_0.088_decay_8e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,8e-05
180,True,True,,True,60,,,11.699998378753662,29.34319376945495,54.1968435049057,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/pruned_amda/8,0.25,Random Weight,1.3333333333333333,1.45,,,,,0.0002
180,True,True,,True,60,,,9.859997034072876,28.27706336975097,51.06699466705322,0.1,KnowledgeDistill,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/kd_pruning_amda/2,0.25,L¹ Filter,1.3333333333333333,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.199998378753662,35.65863370895386,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,,True,30,,,8.819997310638438,24.42826628684997,48.040610551834106,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/l1_channel/resnet50_amda_to_resnet18_1.5,0.25,L¹ Filter,1.3333333333333333,1.45,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,16.780000925064087,34.99466776847839,58.25788974761963,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/1,,,,1.0,,,AMDA ResNet50,,5e-05
90,True,True,,True,30,,,36.73999905586243,62.090396881103516,72.74961173534393,0.058,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/goodconfig/3,,,,1.0,,,AMDA ResNet50,,9e-05
258,False,False,,False,90,,,,,,0.1,StandardLoss,resnet34,/work/dlclarge2/agnihotr-shashank-pruneshift/resnet34/imagenet1000/standard,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,34.03000235557556,46.13231420516968,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.2/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
270,False,False,,False,90,,,14.499998092651367,56.79227113723755,70.11769413948059,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/1,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,13.620001077651978,32.19760060310364,54.89524006843567,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/hydra_kd/pretrained_amda/deepnet100/finetuned/1,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,128.0,False,100,,,28.57000231742859,41.40273928642273,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/global_weight/with_kd/2,,Global Weight,40,1.0,StandardLoss,False,AM ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,14.880001544952393,31.417864561080933,55.483704805374146,0.033,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.1_lr_0.033_decay_5e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,5e-05
300,False,True,,False,100,,,24.250000715255737,35.16431450843811,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.9/kd_0.7/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,11.339998245239258,28.08026671409607,52.2051215171814,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_l1_channels_resnet18_amda/1,0.3,L¹ Filter,1.4285714285714286,1.0,,,STD ResNet50,,0.0002
90,True,True,,True,30,,,22.519999742507935,43.78533363342285,62.67459988594055,0.057,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.2_lr_0.057_decay_3e-05/2,,,,1.0,,,AMDA ResNet50,,3e-05
300,False,True,,False,100,,,24.83999729156494,35.45631766319275,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.1/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,10.199999809265137,26.26667022705078,50.29099881649017,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_l1_channels_resnet18_amda/4,0.1,L¹ Filter,1.1111111111111112,1.0,,,SWSL ResNet50,,0.0002
90,True,True,,True,30,,,24.299997091293335,47.93173670768738,63.35359513759613,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/2,,,,1.0,,,AMDA ResNet50,,7e-05
540,False,False,,False,90,,,12.639999389648438,53.325867652893066,67.51163899898529,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet_clean/std_std_std/0,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,23.830002546310425,35.57810187339782,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.9/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,,True,30,,,13.999998569488525,31.672269105911248,57.34609365463257,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/layer_weights_amda/0,,Layer Weight,2,1.0,,,,,0.0002
90,True,True,,True,30,,,43.00000071525574,62.808799743652344,75.14873296022417,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.2_lr_0.006_decay_4e-05/3,,,,1.0,,,AMDA ResNet50,,4e-05
2,False,False,,False,1,,,,,,0.1,StandardLoss,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-03/22-56-46,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,14.920002222061157,31.26054406166076,55.28323948383331,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/phase2/amda_amda_amda/higher_ratios/0/0,,,,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,18.000000715255737,35.67813038825989,59.18908417224884,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,1e-05
180,True,True,,True,60,,,9.859997034072876,23.26105833053589,49.19167160987854,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/pruning_amda/redo_l1/0,0.25,L¹ Filter,1.3333333333333333,1.45,,,,,0.0002
180,True,True,,True,60,,,9.920001029968262,27.84026861190796,50.23926496505737,0.1,KnowledgeDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/kd_pruned_amda/2,0.25,L¹ Filter,1.3333333333333333,1.45,,,AMDA ResNet50,,0.0002
192,False,True,,False,100,,,,,,0.1,Augmix_CRD_Loss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/crd_0.6_augmix_0.3/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.37000274658203,35.06736755371094,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.9/kd_0.7/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,128.0,False,100,False,KnowledgeDistill,33.31000208854675,46.28579020500183,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/combine_hydra_distill/finetuned/3,,,80,1.0,KnowledgeDistill,False,AM ResNet50,,0.0002
270,False,False,,False,90,,,13.40000033378601,47.338932752609246,62.189602851867676,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/22,,,,1.0,,,AMDA ResNet50,,0.0001
300,False,True,,False,100,,,24.58999752998352,35.59568524360657,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.3/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,False,128.0,False,100,,,23.76999855041504,47.54336476325989,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/pruning/standard/1,0.25,Global Weight,1.3333333333333333,1.45,StandardLoss,False,,,0.0002
270,False,False,,False,90,,,11.900001764297485,50.68320035934448,68.9536988735199,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/basemodels/resnet18_std/baseline_resnet18000001/baseline_resnet18000001,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,28.329998254776,42.87074208259582,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.8/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
120,False,True,1024.0,False,40,,,19.300001859664917,56.00879788398743,72.14821577072144,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet_100_temp_0.1/augmix/classification_am,,,,1.0,SupCon,False,,0.07,0.0002
300,False,False,128.0,False,100,,,25.779998302459717,49.70505237579345,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/pruning/standard/4,0.5,L¹ Filter,2.0,1.45,StandardLoss,False,,,0.0002
