,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay,kd_T,kd_mixture
90,True,True,256.0,True,30,True,KnowledgeDistill,17.419999837875366,37.01387047767639,59.38308238983154,0.057,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.057_decay_4e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,26.260000467300415,47.98640608787536,67.25297570228577,0.057,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.057_decay_4e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,5,0.9
90,True,True,,True,30,,,13.340002298355103,30.96907138824463,54.23564314842224,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/0,,1,,,AMDA ResNet50,,7e-05,5,0.9
90,True,True,,True,30,,,17.54000186920166,38.64613175392151,58.93688499927521,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/1,,1,,,AMDA ResNet50,,7e-05,5,0.9
90,True,True,,True,30,,,25.72000026702881,50.173866748809814,65.98551571369171,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/2,,1,,,AMDA ResNet50,,7e-05,5,0.9
90,True,True,,True,30,,,42.33999848365784,64.93359804153442,78.12338322401047,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/3,,1,,,AMDA ResNet50,,7e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,13.779997825622559,31.944531202316277,55.483704805374146,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,17.43999719619751,37.21920251846313,59.07268524169922,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,26.759999990463257,48.34666848182678,67.54397451877594,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,5,0.9
90,True,True,,True,30,,,13.440001010894775,31.628531217575066,53.49844694137573,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/0,,1,,,AMDA ResNet50,,2e-05,5,0.9
90,True,True,,True,30,,,16.699999570846558,37.6853346824646,58.45188796520233,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/1,,1,,,AMDA ResNet50,,2e-05,5,0.9
90,True,True,,True,30,,,23.37999939918518,48.07413816452026,64.04552459716797,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/2,,1,,,AMDA ResNet50,,2e-05,5,0.9
90,True,True,,True,30,,,43.720000982284546,66.71786308288574,76.20926052331924,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/3,,1,,,AMDA ResNet50,,2e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,11.879998445510864,28.83013486862182,52.72245109081268,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,13.620001077651978,31.911206245422356,55.309104919433594,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,17.1999990940094,36.83599829673767,59.03388559818268,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,5,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,26.740002632141113,48.58747124671936,67.8608387708664,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,5,0.9
90,True,True,,True,30,,,14.060002565383911,31.272006034851067,54.9534410238266,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/0,,1,,,AMDA ResNet50,,2e-05,6,0.1
90,True,True,,True,30,,,17.739999294281006,35.93574166297912,57.75349140167236,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/1,,1,,,AMDA ResNet50,,2e-05,6,0.1
90,True,True,,True,30,,,23.96000027656555,42.50373244285583,64.73098695278168,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/2,,1,,,AMDA ResNet50,,2e-05,6,0.1
90,True,True,,True,30,,,41.56000018119812,62.31039762496948,74.31453764438629,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/3,,1,,,AMDA ResNet50,,2e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,12.760001420974731,28.84266972541809,54.45550978183746,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,14.639997482299805,31.27226829528808,55.61303794384003,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,27.399998903274536,47.50906825065613,66.54811203479767,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,2e-05,6,0.1
90,True,True,,True,30,,,13.539999723434448,30.010133981704712,54.72064018249512,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/0,,1,,,AMDA ResNet50,,1e-05,6,0.1
90,True,True,,True,30,,,17.400002479553223,34.572267532348626,58.52948725223541,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/1,,1,,,AMDA ResNet50,,1e-05,6,0.1
90,True,True,,True,30,,,23.37999939918518,46.90293669700622,62.079668045043945,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/2,,1,,,AMDA ResNet50,,1e-05,6,0.1
90,True,True,,True,30,,,44.48000192642212,66.22986793518066,76.22219324111938,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/3,,1,,,AMDA ResNet50,,1e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,12.58000135421753,28.71759533882141,53.892913460731506,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,14.440000057220459,31.313061714172356,55.7488352060318,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,18.000000715255737,35.67813038825989,59.18908417224884,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,28.07999849319458,47.48586416244507,66.79384410381317,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.1
90,True,True,,True,30,,,13.859999179840088,30.87573051452636,55.12803792953491,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/0,,1,,,AMDA ResNet50,,6e-05,6,0.1
90,True,True,,True,30,,,16.680002212524414,35.96587181091308,58.32902193069458,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/1,,1,,,AMDA ResNet50,,6e-05,6,0.1
90,True,True,,True,30,,,24.879997968673706,46.49707078933716,63.94852697849274,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/2,,1,,,AMDA ResNet50,,6e-05,6,0.1
90,True,True,,True,30,,,46.31999731063843,65.8618688583374,76.70072466135025,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/3,,1,,,AMDA ResNet50,,6e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,12.459999322891235,28.43679785728454,54.21624481678009,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,14.459997415542603,31.26347064971924,55.49663603305817,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,18.239998817443848,35.7917308807373,58.820486068725586,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,6,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,32.200002670288086,51.238393783569336,70.04009187221527,0.085,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.085_decay_6e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,6,0.1
90,True,True,,True,30,,,17.3799991607666,36.0701322555542,57.56596028804779,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/1,,1,,,AMDA ResNet50,,0.0001,6,0.2
90,True,True,,True,30,,,23.820000886917114,43.698936700820916,63.14666271209717,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/2,,1,,,AMDA ResNet50,,0.0001,6,0.2
90,True,True,,True,30,,,42.11999773979187,61.78826689720154,75.90532898902893,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/3,,1,,,AMDA ResNet50,,0.0001,6,0.2
90,True,True,256.0,True,30,True,KnowledgeDistill,14.78000283241272,31.42959475517273,55.67770302295685,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/finetune/0,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0001,6,0.2
90,True,True,256.0,True,30,True,KnowledgeDistill,17.8600013256073,36.34026646614074,59.44128334522247,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/finetune/1,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0001,6,0.2
90,True,True,256.0,True,30,True,KnowledgeDistill,28.140002489089966,47.58106470108032,67.16890931129456,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/finetune/2,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0001,6,0.2
90,True,True,,True,30,,,14.579999446868896,30.322664976119988,55.03104031085968,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/0,,1,,,AMDA ResNet50,,7e-05,6,0.2
90,True,True,,True,30,,,16.699999570846558,36.76106929779053,56.73823058605194,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/1,,1,,,AMDA ResNet50,,7e-05,6,0.2
90,True,True,,True,30,,,24.299997091293335,47.93173670768738,63.35359513759613,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/2,,1,,,AMDA ResNet50,,7e-05,6,0.2
90,True,True,,True,30,,,44.62000131607056,68.32213401794434,78.14278304576874,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/3,,1,,,AMDA ResNet50,,7e-05,6,0.2
90,True,True,256.0,True,30,True,KnowledgeDistill,12.480002641677856,28.88053059577942,54.10631000995636,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.2
90,True,True,256.0,True,30,True,KnowledgeDistill,18.18000078201294,36.12799644470215,58.98215174674988,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.2
90,True,True,256.0,True,30,True,KnowledgeDistill,26.45999789237976,46.8186616897583,65.97258150577545,0.02,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.02_decay_7e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.2
90,True,True,,True,30,,,13.459998369216919,30.717867612838738,54.539576172828674,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/0,,1,,,AMDA ResNet50,,0.00015,6,0.4
90,True,True,,True,30,,,17.3799991607666,36.53466701507568,57.73409307003021,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/1,,1,,,AMDA ResNet50,,0.00015,6,0.4
90,True,True,,True,30,,,24.44000244140625,48.80266785621643,63.13372850418091,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/2,,1,,,AMDA ResNet50,,0.00015,6,0.4
90,True,True,,True,30,,,44.22000050544739,65.36800265312195,75.05819946527481,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/3,,1,,,AMDA ResNet50,,0.00015,6,0.4
90,True,True,256.0,True,30,True,KnowledgeDistill,12.080001831054688,28.22960615158081,53.22038233280182,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.00015,6,0.4
90,True,True,256.0,True,30,True,KnowledgeDistill,14.160001277923584,31.36265873908996,55.17330467700958,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.00015,6,0.4
90,True,True,256.0,True,30,True,KnowledgeDistill,17.46000051498413,36.02480292320251,58.691152930259705,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.00015,6,0.4
90,True,True,256.0,True,30,True,KnowledgeDistill,28.33999991416931,47.84719944000244,67.39524006843567,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.00015,6,0.4
90,True,True,,True,30,,,12.940001487731934,31.35252594947815,54.37144339084625,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/0,,1,,,AMDA ResNet50,,5e-05,6,0.5
90,True,True,,True,30,,,16.780000925064087,34.99466776847839,58.25788974761963,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/1,,1,,,AMDA ResNet50,,5e-05,6,0.5
90,True,True,,True,30,,,23.360002040863037,47.40053415298462,62.6939982175827,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/2,,1,,,AMDA ResNet50,,5e-05,6,0.5
90,True,True,,True,30,,,41.42000079154968,63.45466375350952,74.26927089691162,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/3,,1,,,AMDA ResNet50,,5e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,11.659997701644897,28.0165433883667,52.864718437194824,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,13.539999723434448,31.101596355438232,55.250903964042664,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,17.500001192092896,35.70266962051391,58.820486068725586,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,26.920002698898315,47.66693711280823,66.502845287323,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.062_decay_5e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,6,0.5
90,True,True,,True,30,,,13.459998369216919,30.25653958320617,54.01577949523926,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/0,,1,,,AMDA ResNet50,,1e-05,6,0.5
90,True,True,,True,30,,,16.90000295639038,36.55812740325928,58.742886781692505,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/1,,1,,,AMDA ResNet50,,1e-05,6,0.5
90,True,True,,True,30,,,24.580001831054688,46.571463346481316,63.83212506771088,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/2,,1,,,AMDA ResNet50,,1e-05,6,0.5
90,True,True,,True,30,,,49.09999966621399,70.6167995929718,77.9423177242279,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/3,,1,,,AMDA ResNet50,,1e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,11.86000108718872,27.961331605911248,53.07165086269379,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,13.739997148513794,30.772536993026726,54.87584173679352,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,17.04000234603882,35.88560223579407,58.28375518321991,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,26.660001277923584,47.12213277816772,66.65157675743103,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,1e-05,6,0.5
90,True,True,,True,30,,,13.80000114440918,31.424003839492798,55.483704805374146,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/0,,1,,,AMDA ResNet50,,7e-05,6,0.7
90,True,True,,True,30,,,17.22000241279602,37.99013495445251,57.41076171398163,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/1,,1,,,AMDA ResNet50,,7e-05,6,0.7
90,True,True,,True,30,,,26.920002698898315,49.7322678565979,64.48525488376617,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/2,,1,,,AMDA ResNet50,,7e-05,6,0.7
90,True,True,,True,30,,,50.780001282691956,73.7936019897461,77.73538529872896,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/3,,1,,,AMDA ResNet50,,7e-05,6,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,12.239998579025269,29.19146418571472,53.841179609298706,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,13.940000534057617,31.91466331481933,55.92990219593048,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,17.8600013256073,37.28240132331848,59.499481320381165,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.7
