,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay,kd_T,kd_mixture
90,True,True,256.0,True,30,True,KnowledgeDistill,27.319997549057007,48.41147065162658,66.7485773563385,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,7e-05,6,0.7
90,True,True,,True,30,,,14.160001277923584,30.297869443893433,54.714176058769226,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/0,,1,,,AMDA ResNet50,,0.0,7,0.1
90,True,True,,True,30,,,17.019999027252197,35.40453314781189,56.343767046928406,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/1,,1,,,AMDA ResNet50,,0.0,7,0.1
90,True,True,,True,30,,,23.259997367858887,42.429065704345696,64.63398933410645,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/2,,1,,,AMDA ResNet50,,0.0,7,0.1
90,True,True,,True,30,,,42.05999970436096,63.234132528305054,74.73486661911011,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/3,,1,,,AMDA ResNet50,,0.0,7,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,12.73999810218811,28.436267375946038,54.08691167831421,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0,7,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,14.340001344680786,31.203734874725342,55.17330467700958,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0,7,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,18.18000078201294,35.66640019416809,58.51008892059326,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0,7,0.1
90,True,True,256.0,True,30,True,KnowledgeDistill,29.680001735687256,48.70693683624267,67.91903674602509,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,0.0,7,0.1
90,True,True,,True,30,,,13.760000467300415,30.5463969707489,54.94050681591034,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/0,,1,,,AMDA ResNet50,,8e-05,7,0.3
90,True,True,,True,30,,,17.079997062683105,35.43679714202881,57.55302608013153,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/1,,1,,,AMDA ResNet50,,8e-05,7,0.3
90,True,True,,True,30,,,26.319998502731323,50.017595291137695,66.13424718379974,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/2,,1,,,AMDA ResNet50,,8e-05,7,0.3
90,True,True,,True,30,,,44.31999921798706,67.81840324401855,74.78660047054291,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/3,,1,,,AMDA ResNet50,,8e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,12.18000054359436,28.224802017211907,53.4014493227005,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,14.539998769760132,31.24533295631408,55.10863959789276,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,17.919999361038208,36.08933687210083,59.18908417224884,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,28.780001401901245,47.708266973495476,67.07837581634521,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.3
90,True,True,,True,30,,,13.539999723434448,29.814934730529778,54.37791049480438,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/0,,1,,,AMDA ResNet50,,6e-05,7,0.3
90,True,True,,True,30,,,16.920000314712524,34.83839631080627,59.699949622154236,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/1,,1,,,AMDA ResNet50,,6e-05,7,0.3
90,True,True,,True,30,,,24.5199978351593,46.01786732673645,64.79565501213074,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/2,,1,,,AMDA ResNet50,,6e-05,7,0.3
90,True,True,,True,30,,,44.40000057220459,64.19733762741089,74.89006817340851,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/3,,1,,,AMDA ResNet50,,6e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,12.480002641677856,28.017061948776238,53.45318019390106,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,14.459997415542603,30.98160028457641,55.1474392414093,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,17.94000267982483,35.5135977268219,58.057424426078796,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,7,0.3
90,True,True,256.0,True,30,True,KnowledgeDistill,28.920000791549683,48.26213121414184,68.08070242404938,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,7,0.3
90,True,True,,True,30,,,13.660001754760742,31.52133822441101,55.464303493499756,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/0,,1,,,AMDA ResNet50,,3e-05,7,0.6
90,True,True,,True,30,,,16.87999963760376,38.07466626167297,58.53595435619354,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/1,,1,,,AMDA ResNet50,,3e-05,7,0.6
90,True,True,,True,30,,,25.6600022315979,49.87652897834778,64.91852104663849,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/2,,1,,,AMDA ResNet50,,3e-05,7,0.6
90,True,True,,True,30,,,46.82000279426575,67.96826720237732,77.28272080421448,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/3,,1,,,AMDA ResNet50,,3e-05,7,0.6
90,True,True,256.0,True,30,True,KnowledgeDistill,12.279999256134033,29.1090726852417,54.00931239128113,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,3e-05,7,0.6
90,True,True,256.0,True,30,True,KnowledgeDistill,14.160001277923584,31.938129663467407,55.98163604736328,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,3e-05,7,0.6
90,True,True,256.0,True,30,True,KnowledgeDistill,17.54000186920166,37.1077299118042,59.38954949378967,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,3e-05,7,0.6
90,True,True,256.0,True,30,True,KnowledgeDistill,27.84000039100647,48.020273447036736,66.78090989589691,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,3e-05,7,0.6
90,True,True,,True,30,,,15.200001001358032,33.11519622802734,56.4019650220871,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/0,,1,,,AMDA ResNet50,,8e-05,7,0.7
90,True,True,,True,30,,,18.040001392364502,38.29600214958191,59.42188203334808,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/1,,1,,,AMDA ResNet50,,8e-05,7,0.7
90,True,True,,True,30,,,27.20000147819519,48.75706434249878,66.502845287323,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/2,,1,,,AMDA ResNet50,,8e-05,7,0.7
90,True,True,,True,30,,,51.69999897480011,71.7402696609497,78.91877889633179,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/3,,1,,,AMDA ResNet50,,8e-05,7,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,13.220000267028809,30.36212921142578,55.12803792953491,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,15.25999903678894,33.37625861167907,56.8934291601181,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,19.099998474121094,38.46266865730285,60.7540100812912,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.7
90,True,True,256.0,True,30,True,KnowledgeDistill,28.97999882698059,50.064003467559814,68.15183758735657,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,8e-05,7,0.7
90,True,True,,True,30,,,13.639998435974121,31.75439834594726,55.11510670185089,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/0,,1,,,AMDA ResNet50,,9e-05,7,0.8
90,True,True,,True,30,,,16.579997539520264,37.48319745063782,58.84635150432587,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/1,,1,,,AMDA ResNet50,,9e-05,7,0.8
90,True,True,,True,30,,,27.35999822616577,50.70452690124512,68.48810017108917,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/2,,1,,,AMDA ResNet50,,9e-05,7,0.8
90,True,True,,True,30,,,50.940001010894775,71.7960000038147,81.75116330385208,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/3,,1,,,AMDA ResNet50,,9e-05,7,0.8
90,True,True,256.0,True,30,True,KnowledgeDistill,11.699998378753662,28.92853617668152,53.33678126335144,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,9e-05,7,0.8
90,True,True,256.0,True,30,True,KnowledgeDistill,13.440001010894775,31.88399076461792,55.80703616142273,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,9e-05,7,0.8
90,True,True,256.0,True,30,True,KnowledgeDistill,17.77999997138977,36.96693181991577,59.551215171813965,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,9e-05,7,0.8
90,True,True,256.0,True,30,True,KnowledgeDistill,28.280001878738403,48.5466718673706,67.76383817195892,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,9e-05,7,0.8
90,True,True,,True,30,,,13.539999723434448,31.55307173728943,55.23797273635864,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/0,,1,,,AMDA ResNet50,,4e-05,7,0.9
90,True,True,,True,30,,,17.04000234603882,38.57520222663879,58.38075578212738,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/1,,1,,,AMDA ResNet50,,4e-05,7,0.9
90,True,True,,True,30,,,25.72000026702881,49.53892827033996,64.86032009124756,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/2,,1,,,AMDA ResNet50,,4e-05,7,0.9
90,True,True,,True,30,,,45.1200008392334,66.4890706539154,76.63605809211731,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/3,,1,,,AMDA ResNet50,,4e-05,7,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,11.419999599456787,28.9237380027771,53.11691761016846,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,7,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,13.419997692108154,32.05680251121521,55.59363663196564,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,7,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,17.339998483657837,37.20160126686096,59.77754890918732,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,7,0.9
90,True,True,256.0,True,30,True,KnowledgeDistill,28.07999849319458,48.93573522567749,67.83497035503387,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,7,0.9
90,True,True,,True,30,,,15.02000093460083,32.34292864799499,56.149765849113464,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/0,,1,,,AMDA ResNet50,,6e-05,8,0.5
90,True,True,,True,30,,,18.480002880096436,39.50826525688171,59.06621813774109,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/1,,1,,,AMDA ResNet50,,6e-05,8,0.5
90,True,True,,True,30,,,27.12000012397766,52.31333374977112,66.08251333236694,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/2,,1,,,AMDA ResNet50,,6e-05,8,0.5
90,True,True,,True,30,,,46.93999886512756,66.67360067367554,77.30858772993088,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/3,,1,,,AMDA ResNet50,,6e-05,8,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,13.539999723434448,30.46533465385437,55.16037344932556,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,8,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,15.799999237060547,33.40827226638794,56.87403082847595,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,8,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,19.48000192642212,38.70133757591247,60.66347658634186,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,8,0.5
90,True,True,256.0,True,30,True,KnowledgeDistill,29.96000051498413,50.78746676445007,68.88903379440308,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,6e-05,8,0.5
90,True,True,,True,30,,,13.760000467300415,31.67812824249267,55.360838770866394,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/0,,1,,,AMDA ResNet50,,4e-05,8,1.0
90,True,True,,True,30,,,17.43999719619751,39.03999924659729,60.12027859687805,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/1,,1,,,AMDA ResNet50,,4e-05,8,1.0
90,True,True,,True,30,,,26.080000400543213,49.72933530807495,67.78323948383331,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/2,,1,,,AMDA ResNet50,,4e-05,8,1.0
90,True,True,,True,30,,,58.86000096797943,77.74186730384827,83.67822021245956,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/3,,1,,,AMDA ResNet50,,4e-05,8,1.0
90,True,True,256.0,True,30,True,KnowledgeDistill,11.94000244140625,29.811465740203857,53.40791642665863,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,8,1.0
90,True,True,256.0,True,30,True,KnowledgeDistill,14.12000060081482,32.90160894393921,56.60243034362793,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,8,1.0
90,True,True,256.0,True,30,True,KnowledgeDistill,18.15999746322632,38.33333253860473,60.67641079425812,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,4e-05,8,1.0
90,True,True,,True,30,,,14.2799973487854,30.839192867279053,55.464303493499756,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/0,,1,,,AMDA ResNet50,,5e-05,4,0.0
90,True,True,,True,30,,,16.96000099182129,36.18319630622864,57.58535861968994,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/1,,1,,,AMDA ResNet50,,5e-05,4,0.0
90,True,True,,True,30,,,23.14000129699707,45.4093337059021,63.29539716243744,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/2,,1,,,AMDA ResNet50,,5e-05,4,0.0
90,True,True,,True,30,,,47.82000184059143,65.98533391952515,79.56544160842896,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/3,,1,,,AMDA ResNet50,,5e-05,4,0.0
90,True,True,256.0,True,30,True,KnowledgeDistill,13.200002908706665,29.024535417556763,54.80470657348633,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/finetune/0,10.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,4,0.0
90,True,True,256.0,True,30,True,KnowledgeDistill,14.980000257492065,31.493330001831048,55.63243627548218,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/finetune/1,20.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,4,0.0
90,True,True,256.0,True,30,True,KnowledgeDistill,18.720000982284546,36.37893795967102,59.13088321685791,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/finetune/2,40.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,4,0.0
90,True,True,256.0,True,30,True,KnowledgeDistill,30.83999752998352,50.77359676361084,70.16295790672302,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/finetune/3,80.0,1,KnowledgeDistill,True,AMDA ResNet50,,5e-05,4,0.0
