,Amda,Augmix,DeepAugment,Epochs,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,Loss,Network,Path,Scaling,ensemble,loading_ensemble,multiheaded,network1,network2,network3,ECE,err,mean ECE corr,mCE calc,mFP,mean ECE pertubation,mean error pertubation,Layer1 Remaining,Layer2 Remaining,Layer3 Remaining,Layer4 Remaining,Test Class 1 Probability,Test Class 1 Name,Test Class 2 Probability,Test Class 2 Name,Test Class 3 Probability,Test Class 3 Name,Test Target Probability,Test Target Name,Bright 1 Class 1 Probability,Bright 1 Class 1 Name,Bright 1 Class 2 Probability,Bright 1 Class 2 Name,Bright 1 Class 3 Probability,Bright 1 Class 3 Name,Bright 1 Target Probability,Bright 1 Target Name,Bright 3 Class 1 Probability,Bright 3 Class 1 Name,Bright 3 Class 2 Probability,Bright 3 Class 2 Name,Bright 3 Class 3 Probability,Bright 3 Class 3 Name,Bright 3 Target Probability,Bright 3 Target Name,Bright 5 Class 1 Probability,Bright 5 Class 1 Name,Bright 5 Class 2 Probability,Bright 5 Class 2 Name,Bright 5 Class 3 Probability,Bright 5 Class 3 Name,Bright 5 Target Probability,Bright 5 Target Name,Rend Class 1 Probability,Rend Class 1 Name,Rend Class 2 Probability,Rend Class 2 Name,Rend Class 3 Probability,Rend Class 3 Name,Rend Target Probability,Rend Target Name
270,False,False,False,90,11.739999055862427,51.1125385761261,68.66916716098785,StandardLoss,resnet18,/misc/lmbraid19/agnihotr/agnihotr-ensemble/baselines/1times/0,1,False,False,False,,,,1.2599375247955322,0.11703819036483765,4.389437198638916,0.5102468132972717,0.0364855,0.09497132897377014,0.1474124789237976,1.0,1.0,1.0,1.0,0.375244140625,28,0.291015625,0,0.0870361328125,2,0.291015625,0,0.51708984375,28,0.07958984375,30,0.07928466796875,0,0.07928466796875,0,0.253662109375,28,0.20458984375,18,0.1805419921875,29,0.0626220703125,0,0.351806640625,29,0.1734619140625,0,0.09808349609375,18,0.1734619140625,0,0.2142333984375,89,0.196533203125,15,0.08258056640625,38,0.0166473388671875,0
